Commodity_ID,Country_Name,HS_Code,HS_Suffix,HS_Version,Description,Short_Description,CommodityClass_Name,CommodityClass_Code,shared_group_code,Country_Code
"983","India","10063010","","HS2012","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. -- Parboiled.","(-) Semi/wholly milled parboiled rice","Rice","2","","115"
"984","India","10063020","","HS2012","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. -- Basmati.","(-) Semi/wholly milled Basmati rice","Rice","2","","115"
"985","India","10063090","","HS2012","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. -- Other.","(-) Semi/wholly milled rice","Rice","2","","115"
"986","India","10064000","","HS2012","Rice. - Broken rice.","Rice. - Broken rice","Rice","2","","115"
"1005","India","15071000","","HS2012","Soya-bean oil and its fractions, whether or not refined, but not chemically modified. - Crude oil, whether or not degummed.","(-) Crude oil of soya-bean","Soybeans","4","","115"
"1006","India","15079010","","HS2012","Soya-bean oil and its fractions, whether or not refined, but not chemically modified. - Other. -- Edible grade.","Soya-bean oil and its fractions (-). Edible grade","Soybeans","4","","115"
"1007","India","15079090","","HS2012","Soya-bean oil and its fractions, whether or not refined, but not chemically modified. - Other. -- Other.","Soya-bean oil and its fractions (-)","Soybeans","4","","115"
"1008","India","15152100","","HS2012","Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified. - Maize (corn) oil and its fractions : -- Crude oil.","(-) Maize (corn) crude oil","Maize","3","","115"
"1009","India","15152910","","HS2012","Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified. - Maize (corn) oil and its fractions : -- Other. --- Edible grade.","(-) Maize (corn) oil and its fractions. Edible grade","Maize","3","","115"
"1010","India","15152990","","HS2012","Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified. - Maize (corn) oil and its fractions : -- Other. --- Other.","(-) Maize (corn) oil and its fractions (-)","Maize","3","","115"
"1034","India","","","","Edible oils","Edible oils","Maize + Soybeans","10","INDR004","115"
"1036","India","","","","Maize (corn), other","Maize (corn), other","Maize","3","INDQ002","115"
"1037","India","","","","Non-basmati rice, excluding seed quality rice","Non-basmati rice, excluding seed quality rice","Rice","2","INDR003","115"
"1038","India","","","","Non-basmati rice","Non-basmati rice","Rice","2","INDR002","115"
"1039","India","","","","Wheat","Wheat","Wheat","1","INDR001","115"
"1048","Indonesia","1006100000","","HS2007","Rice. - Rice in the husk (paddy or rough).","(-) Rice in the husk (paddy or rough)","Rice","2","","116"
"1053","Indonesia","1006301900","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. -- Fragrant rice : --- Other","(-) Semi/wholly milled fragrant rice","Rice","2","","116"
"1055","Indonesia","1006303000","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. -- Glutinous rice (pulot).","(-) Semi/wholly milled glutinous rice","Rice","2","","116"
"1056","Indonesia","1006309000","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. -- Other.","(-) Semi/wholly milled rice","Rice","2","","116"
"1104","Indonesia","","","","Rice","Rice","Rice","2","IDNQ002","116"
"1105","Indonesia","","","","Rice","Rice","Rice","2","IDNX001","116"
"1207","Japan","","","","Rice and its worked and/or prepared products","Rice and its worked and/or prepared products","Rice","2","JPNQ016","126"
"1208","Japan","","","","Starches, inulin, and their preparations","Starches, inulin, and their preparations","Maize","3","JPNQ017","126"
"1209","Japan","","","","Wheat, meslin, triticale and their processed products","Wheat, meslin, triticale and their processed products","Wheat","1","JPNQ014","126"
"1262","Mexico","","","","Maize","Maize","Maize","3","MEXX001","162"
"1263","Mexico","","","","Maíz, excepto palomero y para siembra","Maíz, excepto palomero y para siembra","Maize","3","MEXQ009","162"
"1264","Mexico","","","","TRIGO:  Trigo duro;  Los demás de trigo","Trigo. Trigo duro. Los demás de trigo","Wheat","1","MEXQ007","162"
"1265","Mexico","","","","Wheat","Wheat","Wheat","1","MEXX003","162"
"1377","Philippines","","","","Corn","Corn","Maize","3","PHLQ012","196"
"1378","Philippines","","","","Rice","Rice","Rice","2","PHLQ013","196"
"1460","Republic of Korea","","","","Maize (Corn /For feeding), Maize (For popcorn), Maize (Excluding seeds, feeds and popcorn), Maize (Groats and meal), Other maize (Excluding rolled or flaked /Worked), Maize (Starch), Sweet-corn (Excluding seed/Dried)","Maize (Corn /For feeding), Maize (For popcorn), Maize (Excluding seeds, feeds and popcorn), Maize (Groats and meal), Other maize (Excluding rolled or flaked /Worked), Maize (Starch), Sweet-corn (Excluding seed/Dried)","Maize","3","KORQ040","202"
"1461","Republic of Korea","","","","Maize (Corn /For seed), Sweet-corn (For seed/Dried)","Maize (Corn /For seed), Sweet-corn (For seed/Dried)","Maize","3","KORQ039","202"
"1462","Republic of Korea","","","","Rice","Rice","Rice","2","KORQ041","202"
"1463","Republic of Korea","","","","Soya beans (Whether or not broken)","Soya beans (Whether or not broken)","Soybeans","4","KORQ052","202"
"1464","Republic of Korea","","","","Wheat Starch, Other starches, Inulin","Wheat starch, other starches, Inulin","Wheat","1","KORQ048","202"
"1726","South Africa","","","","Maize and maize products","Maize and maize products","Maize","3","ZAFX025","227"
"1727","South Africa","","","","Maize or maize equivalent","Maize or maize equivalent","Maize","3","ZAFQ029","227"
"1728","South Africa","","","","Oilcake","Oilcake","Soybeans","4","ZAFQ051","227"
"1729","South Africa","","","","Oilseeds","Oilseeds","Soybeans","4","ZAFX027","227"
"1730","South Africa","","","","Soya beans","Soya beans","Soybeans","4","ZAFQ033","227"
"1731","South Africa","","","","Vegetable oils","Vegetable oils","Soybeans","4","ZAFX031","227"
"1732","South Africa","","","","Wheat and wheat products","Wheat and wheat products","Wheat","1","ZAFX022","227"
"1733","South Africa","","","","Wheat or wheat equivalent","Wheat or wheat equivalent","Wheat","1","ZAFQ025","227"
"1811","Thailand","","","","Maize, for seed and other","Maize, for seed and other","Maize","3","THAQ011","240"
"1812","Thailand","","","","Rice","Rice","Rice","2","THAX099","240"
"1813","Thailand","","","","Rice (including paddy, broken)","Rice (including paddy, broken)","Rice","2","THAQ012","240"
"1814","Thailand","","","","Soya bean cake","Soya bean cake","Soybeans","4","THAQ021","240"
"1815","Thailand","","","","Soya beans, edible and inedible, whether or not broken","Soya beans, edible and inedible, whether or not broken","Soybeans","4","THAQ013","240"
"1948","Turkey","","","","Maize","Maize","Maize","3","TURX025","249"
"1949","Turkey","","","","Maize oil (Refined)","Maize oil (Refined)","Maize","3","TURX032","249"
"1950","Turkey","","","","Semolina","Semolina","Wheat","1","TURX027","249"
"1951","Turkey","","","","Wheat","Wheat","Wheat","1","TURX023","249"
"1952","Turkey","","","","Wheat flour","Wheat flour","Wheat","1","TURX026","249"
"1957","Ukraine","1001100090","","HS2007","Wheat and meslin. - Durum wheat. -- Other.","(-) Durum wheat","Wheat","1","","254"
"1960","Ukraine","1001909900","","HS2007","Wheat and meslin. - Other. -- Other spelt: --- Other.","(-) Other spelt","Wheat","1","","254"
"2066","Ukraine","","","","Durum wheat (except for sowing); other wheat and meslin (except for sowing)","Durum wheat (except for sowing); other wheat and meslin (except for sowing)","Wheat","1","UKRR002","254"
"2068","Ukraine","","","","Maize","Maize","Maize","3","UKRR001","254"
"2166","United States of America","","","","Rice","Rice","Rice","2","USAX003","259"
"2167","United States of America","","","","Vegetable oils","Vegetable oils","Soybeans","4","USAX004","259"
"2168","United States of America","","","","Wheat","Wheat","Wheat","1","USAX001","259"
"2253","China","1001100001","","HS2007","Wheat and meslin. - Durum wheat.","(-) Durum wheat","Wheat","1","","53"
"2255","China","1001100090","","HS2007","Wheat and meslin. - Durum wheat.","(-) Durum wheat","Wheat","1","","53"
"2256","India","10011010","","HS2007","Durum wheat","(-) Durum wheat","Wheat","1","","115"
"2257","India","10011090","","HS2007","Durum wheat","(-) Durum wheat","Wheat","1","","115"
"2258","China","1001110001","","HS2012","Wheat and meslin. - Durum wheat : -- Seed(in-quota).","(-) Durum wheat seed","Wheat","1","","53"
"2259","China","1001110090","","HS2012","Wheat and meslin. - Durum wheat : -- Seed(out-quota).","(-) Durum wheat seed","Wheat","1","","53"
"2260","China","1001190001","","HS2012","Wheat and meslin. - Durum wheat : -- Other(in-quota).","(-) Durum wheat","Wheat","1","","53"
"2261","China","1001190090","","HS2012","Wheat and meslin. - Durum wheat : -- Other(out-quota).","(-) Durum wheat","Wheat","1","","53"
"2262","India","10019010","","HS2007","Spelt, common wheat and meslin","Wheat and meslin (-)","Wheat","1","","115"
"2263","China","1001901001","","HS2007","Wheat and meslin. - Other. -- Seed.","(-) Durum wheat seed","Wheat","1","","53"
"2264","China","1001901090","","HS2007","Wheat and meslin. - Other. -- Seed.","(-) Durum wheat seed","Wheat","1","","53"
"2265","India","10019020","","HS2007","Spelt, common wheat and meslin","Wheat and meslin (-)","Wheat","1","","115"
"2266","India","10019031","","HS2007","Spelt, common wheat and meslin","Wheat and meslin (-)","Wheat","1","","115"
"2267","India","10019039","","HS2007","Spelt, common wheat and meslin","Wheat and meslin (-)","Wheat","1","","115"
"2268","China","1001909001","","HS2007","Wheat and meslin. - Other. -- Other.","Wheat and meslin (-)","Wheat","1","","53"
"2269","China","1001909090","","HS2007","Wheat and meslin, other","Wheat and meslin (-)","Wheat","1","","53"
"2270","China","1001910001","","HS2012","Wheat and meslin. - Other : -- Seed(in-quota).","Wheat and meslin (-) Seed","Wheat","1","","53"
"2271","China","1001910090","","HS2012","Wheat and meslin. - Other : -- Seed(out-quota).","Wheat and meslin (-) Seed","Wheat","1","","53"
"2272","China","1001990001","","HS2012","Wheat and meslin. - Other : -- Other(in-quota).","Wheat and meslin (-)","Wheat","1","","53"
"2273","China","1001990090","","HS2012","Wheat and meslin. - Other : -- Other(out-quota).","Wheat and meslin (-)","Wheat","1","","53"
"2274","China","10051000","","HS2012","Maize (corn). - Seed.","Maize (corn) seed","Maize","3","","53"
"2275","China","1005100001","","HS2007","Maize (corn). - Seed.","Maize (corn) seed","Maize","3","","53"
"2276","China","1005100090","","HS2007","Maize (corn). - Seed.","Maize (corn) seed","Maize","3","","53"
"2277","Argentina","10059000","","HS2007","Maize (excl. seed)","Maize (corn) (excl. seed)","Maize","3","","12"
"2278","China","10059000","","HS2012","Maize (corn). - Other.","Maize (corn)","Maize","3","","53"
"2279","China","1005900001","","HS2007","Maize (corn). - Other.","Maize (corn)","Maize","3","","53"
"2280","China","1005900090","","HS2007","Maize (corn). - Other.","Maize (corn)","Maize","3","","53"
"2281","","1006","","HS2007","Rice","Rice","Rice","2","",""
"2284","China","10061011","","HS2012","Rice. - Rice in the husk (paddy or rough). --- Seed. ---- Long grain.","(-) Long grain rice in the husk (paddy or rough) seed","Rice","2","","53"
"2285","China","1006101101","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Seed. ---- Long grain.","(-) Rice in the husk (paddy or rough). Shien rice seed","Rice","2","","53"
"2286","China","1006101190","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Seed. ---- Long grain.","(-) Rice in the husk (paddy or rough). Shien rice seed","Rice","2","","53"
"2287","China","1006101901","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Seed. ---- Other.","(-) Rice in the husk (paddy or rough). Seed","Rice","2","","53"
"2288","China","1006101990","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Seed. ---- Other.","(-) Rice in the husk (paddy or rough). Seed","Rice","2","","53"
"2289","China","1006109101","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Other. ---- Long grain.","(-) Rice in the husk (paddy or rough). Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2290","China","1006109190","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Other. ---- Long grain.","(-) Rice in the husk (paddy or rough). Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2291","China","10061099","","HS2012","Rice. - Rice in the husk (paddy or rough). --- Other. ---- Other.","(-) Rice in the husk (paddy or rough) (-)","Rice","2","","53"
"2292","China","1006109901","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Other. ---- Other.","(-) Rice in the husk (paddy or rough)","Rice","2","","53"
"2293","China","1006109990","","HS2007","Rice. - Rice in the husk (paddy or rough). --- Other. ---- Other.","(-) Rice in the husk (paddy or rough)","Rice","2","","53"
"2294","China","10062010","","HS2012","Rice. - Husked (brown) rice. --- Long grain.","(-) Husked (brown) rice. Long grain","Rice","2","","53"
"2295","China","1006201001","","HS2007","Rice. - Husked (brown) rice. --- Long grain.","(-) Husked (brown) rice. Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2296","China","1006201090","","HS2007","Rice. - Husked (brown) rice. --- Long grain.","(-) Husked (brown) rice. Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2297","China","10062090","","HS2012","Rice. - Husked (brown) rice. --- Other.","(-) Husked (brown) rice","Rice","2","","53"
"2298","China","1006209001","","HS2007","Rice. - Husked (brown) rice. --- Other.","(-) Husked (brown) rice","Rice","2","","53"
"2299","China","1006209090","","HS2007","Rice. - Husked (brown) rice. --- Other.","(-) Husked (brown) rice","Rice","2","","53"
"2300","China","10063010","","HS2012","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. --- Long grain.","(-) Semi/wholly milled long grain rice","Rice","2","","53"
"2301","China","1006301001","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed.","(-) Semi/wholly milled Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2302","China","1006301090","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. --- Long grain.","(-) Semi/wholly milled Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2303","China","10063090","","HS2012","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. --- Other.","(-) Semi/wholly milled rice","Rice","2","","53"
"2304","China","1006309001","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. --- Other.","(-) Semi/wholly milled Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2305","China","1006309090","","HS2007","Rice. - Semi-milled or wholly milled rice, whether or not polished or glazed. --- Other.","(-) Semi/wholly milled Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2306","China","10064010","","HS2012","Rice. - Broken rice. --- Long grain.","(-) Long grain broken rice","Rice","2","","53"
"2307","China","1006401001","","HS2007","Rice. - Broken rice. --- Long grain.","(-) Broken Shien (long grain, non-glutinous rice) rice","Rice","2","","53"
"2308","China","1006401090","","HS2007","Rice. - Broken rice. --- Long grain.","(-) Broken Shien (long grain, non-glutinous rice) rice","Rice","2","","53"
"2309","China","10064090","","HS2012","Rice. - Broken rice. --- Other.","(-) Broken rice","Rice","2","","53"
"2310","China","1006409001","","HS2007","Rice. - Broken rice. --- Other.","(-) Broken Shien (long grain, non-glutinous rice) rice","Rice","2","","53"
"2311","China","1006409090","","HS2007","Rice. - Broken rice. --- Other.","(-) Broken Shien (long grain, non-glutinous rice) rice","Rice","2","","53"
"2312","China","11010000","","HS2012","Wheat or meslin flour.","Wheat or meslin flour","Wheat","1","","53"
"2313","China","1101000001","","HS2007","Wheat or meslin flour.","Wheat or meslin flour","Wheat","1","","53"
"2314","China","1101000090","","HS2007","Wheat or meslin flour.","Wheat or meslin flour","Wheat","1","","53"
"2315","China","11022000","","HS2012","Cereal flours other than of wheat or meslin. - Maize (corn) flour.","(-) Maize (corn) flour","Maize","3","","53"
"2316","China","1102200001","","HS2007","Cereal flours other than of wheat or meslin. - Maize (corn) flour.","Maize (corn) flour","Maize","3","","53"
"2317","China","1102200090","","HS2007","Cereal flours other than of wheat or meslin. - Maize (corn) flour.","Maize (corn) flour","Maize","3","","53"
"2318","China","11029011","","HS2012","Cereal flours other than of wheat or meslin. - Other. - Other: -- Rice flour: --- Of long grain.","(-) Long grain rice flour","Rice","2","","53"
"2320","China","1102901101","","HS2007","Shien rice (long grain non-glutinous rice flour)","(-) Shien rice (long grain, non-glutinous rice) flour","Rice","2","","53"
"2322","China","1102901190","","HS2007","Shien rice (long grain non-glutinous rice flour)","(-) Shien rice (long grain, non-glutinous rice) flour","Rice","2","","53"
"2323","China","11029019","","HS2012","Cereal flours other than of wheat or meslin. - Other. - Other: -- Rice flour: --- Other.","(-) Rice flour","Rice","2","","53"
"2325","China","1102901901","","HS2007","Shien rice (long grain non-glutinous rice flour)","(-) Shien rice (long grain, non-glutinous rice) flour","Rice","2","","53"
"2327","China","1102901990","","HS2007","Shien rice (long grain non-glutinous rice flour)","(-) Shien rice (long grain, non-glutinous rice) flour","Rice","2","","53"
"2328","China","11029090","","HS2007","Cereal flours","(-) Other cereal flour","Rice","2","","53"
"2329","China","11031100","","HS2012","Cereal groats, meal and pellets. - Groats and meal : -- Of wheat.","(-) Groats and meal of wheat","Wheat","1","","53"
"2330","China","1103110001","","HS2007","Wheat groats and meal","(-) Groats and meal of wheat","Wheat","1","","53"
"2331","China","1103110090","","HS2007","Wheat groats and meal","(-) Groats and meal of wheat","Wheat","1","","53"
"2332","China","11031300","","HS2012","Cereal groats, meal and pellets. - Groats and meal : -- Of maize (corn).","(-) Groats and meal of maize (corn)","Maize","3","","53"
"2333","China","1103130001","","HS2007","Maize (corn) groats and meal","(-) Groats and meal of maize (corn)","Maize","3","","53"
"2334","China","1103130090","","HS2007","Maize (corn) groats and meal","(-) Groats and meal of maize (corn)","Maize","3","","53"
"2335","China","11031910","","HS2007","Shien rice (long grain non-glutinous rice) groats and meal","(-) Groats and meal of Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2336","China","11031910","","HS2012","Shien rice (long grain non-glutinous rice) groats and meal","(-) Groats and meal of Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2337","China","11031921","","HS2012","Cereal groats, meal and pellets. - Groats and meal : -- Of other cereals. --- Of rice: ---- Of long grain.","(-) Groats and meal of long grain rice","Rice","2","","53"
"2338","China","1103192101","","HS2007","Shien rice (long grain non-glutinous rice) groats and meal","(-) Groats and meal of Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2339","China","1103192190","","HS2007","Shien rice (long grain non-glutinous rice) groats and meal","(-) Groats and meal of Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2340","China","11031929","","HS2012","Cereal groats, meal and pellets. - Groats and meal : -- Of other cereals. --- Of rice: ---- Other.","(-) Groats and meal of rice","Rice","2","","53"
"2341","China","1103192901","","HS2007","Shien rice (long grain non-glutinous rice) groats and meal","(-) Groats and meal of Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2342","China","1103192990","","HS2007","Shien rice (long grain non-glutinous rice) groats and meal","(-) Groats and meal of Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2343","China","11031990","","HS2007","Shien rice (long grain non-glutinous rice) groats and meal","(-) Groats and meal of Shien rice (long grain, non-glutinous rice)","Rice","2","","53"
"2344","China","11041910","","HS2007","Rolled or flaked maize","(-) Rolled or flaked grains of maize (corn)","Maize","3","","53"
"2345","China","1104199010","","HS2007","Rolled or flaked maize","(-) Rolled or flaked grains of maize (corn)","Maize","3","","53"
"2346","China","11042300","","HS2012","Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 10.06; germ of cereals, whole, rolled, flaked or ground. - Other worked grains (for example, hulled, pearled, sliced or kibbled): -- O","(-) Other worked grains (e.g. hulled, pearled, sliced or kibbled) of maize (corn)","Maize","3","","53"
"2347","China","1104230001","","HS2007","Maize (corn) otherwise worked","(-) Other worked grains (e.g. hulled, pearled, sliced or kibbled) of maize (corn)","Maize","3","","53"
"2348","China","1104230090","","HS2007","Maize (corn) otherwise worked","(-) Other worked grains (e.g. hulled, pearled, sliced or kibbled) of maize (corn)","Maize","3","","53"
"2349","China","11081200","","HS2012","Starches; inulin. - Starches : -- Maize (corn) starch.","(-) Starches of maize (corn)","Maize","3","","53"
"2350","China","1108120000","","HS2007","Starches; inulin. - Starches : -- Maize (corn) starch.","(-) Starches of maize (corn)","Maize","3","","53"
"2351","China","11081200001","","HS2007","Starches; inulin. - Starches : -- Maize (corn) starch.","(-) Starches of maize (corn)","Maize","3","","53"
"2352","China","11081200002","","HS2007","Starches; inulin. - Starches : -- Maize (corn) starch.","(-) Starches of maize (corn)","Maize","3","","53"
"2353","Argentina","12010401","","HS2007","Soya beans","Soya beans","Soybeans","4","","12"
"2354","Argentina","15070100","","HS2007","Crude soya-bean oil","(-) Crude oil of soya-bean","Soybeans","4","","12"
"2356","Argentina","15071000","","HS2007","Soya-bean oil and its fractions, whether or not refined, but not chemically modified. - Crude oil, whether or not degummed. -- No suministrada.","(-) Crude oil of soya-bean. No suministrada","Soybeans","4","","12"
"2357","Argentina","15071201","","HS2007","Crude maize (corn) oil","(-) Crude maize oil","Maize","3","","12"
"2358","Argentina","15079000","","HS2012","Soya-bean oil and its fractions, whether or not refined, but not chemically modified","(-) Other","Soybeans","4","","12"
"2359","Argentina","15079011","","HS2007","Soya-bean oil and its fractions, whether or not refined, but not chemically modified. - Other. -- Refinado. --- En envases con capacidad inferior o igual a 5 l.","Soya-bean oil and its fractions (-). Refinado, en envases con capacidad inferior o igual a 5 l","Soybeans","4","","12"
"2360","Argentina","15079019","","HS2007","Soya-bean oil and its fractions, whether or not refined, but not chemically modified. - Other. -- Other. --- Los demás.","Soya-bean oil and its fractions (-). Los demás","Soybeans","4","","12"
"2361","Argentina","15079090","","HS2007","Soya-bean oil and its fractions, whether or not refined, but not chemically modified. - Other. -- Other. --- Los demás.","Soya-bean oil and its fractions (-). Los demás","Soybeans","4","","12"
"2362","Argentina","19053100","","HS2007","Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked, or o","Pre-cooked or otherwise prepared grains, flakes or other worked grains - Bulgur wheat. - Galletitas dulces (elaboradas exclusivamente con harina de Trigo)","Wheat","1","","12"
"2363","Argentina","19059020","","HS2007","Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked, or o","Pre-cooked or otherwise prepared grains, flakes or other worked grains - Galletitas (elaboradas exclusivamente con harina de Trigo)","Wheat","1","","12"
"2364","Argentina","19059090","","HS2007","Prepared foods obtained by the swelling or roasting of cereals or cereal products (for example, corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked, or o","Pre-cooked or otherwise prepared grains, flakes or other worked grains. Other","Wheat","1","","12"
"2365","Argentina","23020013","","HS2007","Brans, sharps and other residues of other cereals","Bran, sharps and other residues derived from the sifting, milling or other working of other cereals","Maize + Wheat","8","","12"
"2403","China","1103201001","","HS2007","Wheat pellets.","Wheat pellets","Maize + Wheat","8","","53"
"2404","China","1103201090","","HS2007","Wheat pellets.","Wheat pellets","Maize + Wheat","8","","53"
"2405","","1001","","HS2007","Wheat and meslin","Wheat and meslin","Wheat","1","",""
"2406","","1001","","HS2012","Wheat and meslin","Wheat and meslin","Wheat","1","",""
"2407","","1005","","HS2007","Maize (corn)","Maize or corn","Maize","3","",""
"2408","","1005","","HS2012","Maize (corn)","Maize or corn","Maize","3","",""
"2409","","1006","","HS2012","Rice","Rice","Rice","2","",""
"2410","","1101","","HS2007","Wheat or meslin flour","Wheat or meslin flour","Wheat","1","",""
"2411","","1101","","HS2012","Wheat or meslin flour","Wheat or meslin flour","Wheat","1","",""
"2412","","1102","","HS2007","Cereal flours other than of wheat or meslin","Cereal flours (excl. wheat or meslin)","Maize + Rice","9","",""
"2413","","1102","","HS2012","Cereal flours other than of wheat or meslin","Cereal flours (excl. wheat or meslin)","Maize + Rice","9","",""
"2414","","1103","","HS2007","Cereal groats, meal and pellets","Cereal groats, meal and pellets","Maize + Rice + Wheat","11","",""
"2415","","1103","","HS2012","Cereal groats, meal and pellets","Cereal groats, meal and pellets","Maize + Rice + Wheat","11","",""
"2416","","1104","","HS2007","Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 1006; germ of cereals, whole, rolled, flaked or ground","Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ of cereals, whole, rolled, flaked or ground (excl. cereal flours, and husked and semi- or wholly milled rice and broken rice)","Maize + Rice + Wheat","11","",""
"2417","","1104","","HS2012","Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 1006; germ of cereals, whole, rolled, flaked or ground","Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ of cereals, whole, rolled, flaked or ground (excl. cereal flours, and husked and semi- or wholly milled rice and broken rice)","Maize + Rice + Wheat","11","",""
"2418","","1108","","HS2007","Starches; inulin","Starches; inulin","Maize + Rice + Wheat","11","",""
"2419","","1108","","HS2012","Starches; inulin","Starches; inulin","Maize + Rice + Wheat","11","",""
"2420","","1109","","HS2007","Wheat gluten, whether or not dried","Wheat gluten, whether or not dried","Wheat","1","",""
"2421","","1109","","HS2012","Wheat gluten, whether or not dried","Wheat gluten, whether or not dried","Wheat","1","",""
"2422","","1201","","HS2007","Soya beans, whether or not broken","Soya beans, whether or not broken","Soybeans","4","",""
"2423","","1201","","HS2012","Soya beans, whether or not broken","Soya beans, whether or not broken","Soybeans","4","",""
"2424","","1208","","HS2007","Flours and meals of oil seeds or oleaginous fruits, other than those of mustard","Flours and meals of oil seeds or oleaginous fruits (excl. mustard)","Soybeans","4","",""
"2425","","1208","","HS2012","Flours and meals of oil seeds or oleaginous fruits, other than those of mustard","Flours and meals of oil seeds or oleaginous fruits (excl. mustard)","Soybeans","4","",""
"2426","","1507","","HS2007","Soya-bean oil and its fractions, whether or not refined, but not chemically modified","Soya-bean oil and its fractions, whether or not refined (excl. chemically modified)","Soybeans","4","",""
"2427","","1507","","HS2012","Soya-bean oil and its fractions, whether or not refined, but not chemically modified","Soya-bean oil and its fractions, whether or not refined (excl. chemically modified)","Soybeans","4","",""
"2428","","1515","","HS2007","Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified","Fixed vegetable fats and oils, incl. jojoba oil, and their fractions, whether or not refined, but not chemically modified","Maize + Rice","9","",""
"2429","","1515","","HS2012","Other fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified","Fixed vegetable fats and oils, incl. jojoba oil, and their fractions, whether or not refined, but not chemically modified","Maize + Rice","9","",""
"2430","","1904","","HS2007","Prepared foods obtained by the swelling or roasting of cereals or cereal products; cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked, or otherwise prepared, not else","Prepared foods obtained by the swelling or roasting of cereals or cereal products","Maize + Rice + Wheat","11","",""
"2431","","1904","","HS2012","Prepared foods obtained by the swelling or roasting of cereals or cereal products; cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (except flour, groats and meal), pre-cooked, or otherwise prepared, not else","Prepared foods obtained by the swelling or roasting of cereals or cereal products","Maize + Rice + Wheat","11","",""
"2434","","2302","","HS2007","Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants","Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants","Maize + Rice + Wheat","11","",""
"2435","","2302","","HS2012","Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants","Bran, sharps and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants","Maize + Rice + Wheat","11","",""
